User_Name,Five_most_used_Theme,Category
92.154.18.226,"{'Hilotes': 3, 'Dominique Valadié': 1, 'Bataille de Platées': 1}",Bataille de Platées
92.155.200.105,{'Bataille de Marathon': 1},Bataille de Marathon
92.155.202.79,{'Guerres médiques': 1},Guerres médiques
92.155.36.183,{'Thémistocle': 2},Thémistocle
92.157.161.58,"{'Rachel (chanteuse)': 3, 'Barcelonnette': 2, 'Bataille de Platées': 1, 'Suze (Drôme)': 1, 'Suzette': 1}",Bataille de Platées
92.158.155.55,{'Darius Ier': 1},Darius Ier
92.158.244.155,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
92.160.86.247,{'Spartatouille': 1},Spartatouille
92.161.142.225,{'300 (film)': 1},300 (film)
92.169.18.33,"{'Léonidas Ier de Sparte': 4, 'Socrate': 1}",Léonidas Ier de Sparte
92.184.100.136,"{'Autopsie': 5, 'Bruno Guillon': 4, 'Léonidas Ier de Sparte': 3, 'Françoise Arnoul': 2, 'Frank Schneider': 2}",Léonidas Ier de Sparte
92.184.100.163,"{'Bataille de Platées': 3, 'Racine Coly': 2, 'Arsène Lupin (série télévisée)': 2, 'Charnoz-sur-Ain': 1, 'Saint-Éloi (Ain)': 1}",Bataille de Platées
92.184.100.180,"{'Panama': 4, 'Provinces du Panama': 3, '1860': 2, 'Bataille de Salamine': 2, 'Ushuaïa': 2}",Bataille de Salamine
92.184.110.186,"{'Anthony Horowitz': 5, 'La Bataille des Thermopyles': 4, 'Nicholas Latifi': 2, 'Toto IV': 2, 'David Lane': 2}",La Bataille des Thermopyles
92.184.125.196,"{'Wolfgang Schmidt': 4, 'Michael Myers': 3, 'Pompe centrifuge': 2, 'Nick Castle': 1, 'Jamie Lee Curtis': 1}",Xerxès Ier
92.48.176.114,{'Thémistocle': 1},Thémistocle
92.89.33.235,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
92.90.20.106,"{'Personnages de League of Legends': 3, 'Saison 2 de Miraculous : Les Aventures de Ladybug et Chat Noir': 3, 'Jean-Michel Fauvergue': 2, 'Raymond Poincaré': 2, 'La Salamandre (film, 1971)': 2}","Bataille des Thermopyles,Bataille des Thermopyles"
92.90.23.23,"{'Robert Conrad': 4, 'François Tajan': 3, 'Jean Casimir-Perier': 3, 'Jul (rappeur)': 3, 'Meilleures performances des joueurs français de tennis': 2}",Phidippidès
92.91.119.131,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
92.91.157.34,"{""300 : La Naissance d'un empire"": 1}",300 : La Naissance d'un empire
92.91.191.6,"{""300 : La Naissance d'un empire"": 1}",300 : La Naissance d'un empire
92.93.47.200,"{'Artaxerxès Ier': 5, 'Xerxès Ier': 3}",Xerxès Ier
93.0.25.94,{'Spartatouille': 1},Spartatouille
93.1.150.88,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
93.12.254.11,"{""300 : La Naissance d'un empire"": 1}",300 : La Naissance d'un empire
93.122.135.19,{'Miltiade le Jeune': 1},Miltiade le Jeune
93.13.87.246,"{'Guerres médiques': 6, 'Eddy L. Harris': 6, 'Lycée Pasteur (Neuilly-sur-Seine)': 3, 'Crêpe': 2, 'Élection présidentielle française de 1848': 1}",Guerres médiques
93.16.195.167,{'Bataille de Salamine': 1},Bataille de Salamine
93.174.144.91,"{'Friends': 3, 'Antoine Kombouaré': 2, 'Igname': 1, 'Les Minikeums': 1, 'Les Minipouss': 1}",Xerxès Ier
93.176.35.93,"{'Guerres médiques': 1, 'Jason': 1, 'Art préhistorique': 1}",Guerres médiques
93.182.239.239,"{'Affaire Dominique Strauss-Kahn': 1, '300 (film)': 1, '6to4': 1}",300 (film)
93.19.67.34,{'Les Perses': 2},Les Perses
93.22.109.215,"{'Remember Me (film, 2010)': 9, 'Natural City': 6, ""La Légende d'Hercule"": 6, 'Teen Wolf': 6, 'College Attitude': 4}",300 : La Naissance d'un empire
93.22.150.68,"{'Années 2020': 3, 'Île Bougainville': 2, 'Lava (film)': 1, 'Incendie de Notre-Dame de Paris': 1, 'Pandémie de Covid-19': 1}",Rue des Thermopyles
93.25.196.63,{'Xerxès Ier': 1},Xerxès Ier
93.4.147.15,{'Léonidas Ier de Sparte': 2},Léonidas Ier de Sparte
94.108.169.130,{'Spartatouille': 1},Spartatouille
94.109.21.209,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
94.111.54.58,"{'Ski Mask The Slump God': 3, 'Léonidas Ier de Sparte': 1, 'Naruto': 1}",Léonidas Ier de Sparte
94.195.5.175,"{'Verden': 3, 'Titre de noblesse': 3, 'Lapilli': 2, 'Spiration': 2, 'Iznogoud': 2}",Cimon
95.168.3.135,{'Spartatouille': 1},Spartatouille
95.168.3.163,{'Xerxès Ier': 1},Xerxès Ier
95.175.161.2,"{'Thémistocle': 1, 'Destruction de Pompéi': 1}",Thémistocle
95.176.35.76,"{'Bataille de Marathon': 1, 'Bataille de Salamine': 1}","Bataille de Marathon,Bataille de Salamine"
96.20.4.33,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
96.22.124.41,{'Mégabaze': 1},Mégabaze
96.244.70.8,"{'Léonidas Ier de Sparte': 1, 'Bataille des Thermopyles': 1, 'La Bataille des Thermopyles': 1}","La Bataille des Thermopyles,Léonidas Ier de Sparte"
98.169.178.189,"{'Major League Soccer': 3, '1972': 2, '1981': 2, 'Naismith College Player of the Year': 2, 'Teramo Basket': 2}",Spartatouille
99.112.215.25,"{'Ababil': 1, ""300 : La Naissance d'un empire"": 1, 'Artémise Ire': 1}",300 : La Naissance d'un empire
99.240.148.126,{'Bataille de Marathon': 1},Bataille de Marathon
"A boire, Tavernier !","{""Donel Jack'sman"": 12, 'Le Miroir qui glaçait': 11, 'Patricia Spehar': 9, 'Le Démon qui dansait la gigue': 8, 'Société herpétologique de France': 8}",Hippias (tyran)
A.Schneider83,"{'Mairie de Paris': 30, 'Cathédrale Notre-Dame de Paris': 24, 'Commune (France)': 21, 'Florence Berthout': 16, 'Musique épique': 8}",Cimon
A2,"{'Burthecourt': 15, 'Utilisateur:A2/typotitre': 13, 'Nivillac': 8, 'Geneweb': 8, 'Utilisateur:ComLibertic/Brouillon': 5}",Bataille de l'Artémision
Abbatistephanie,"{'Alain Boyer': 17, 'Héloïse Rauth': 13, 'Utilisateur:Abbatistephanie': 9, 'Jean-Jacques Rousseau': 6, ""112e régiment d'infanterie"": 6}",La Bataille des Thermopyles
Abdallah1234,"{'Mahomet': 3, '300 (film)': 2, 'Aïcha': 1, 'Famille de Mahomet': 1, 'Famille Rizzuto': 1}",300 (film)
Abdoucondorcet,"{'Rue Condorcet (Toulouse)': 27, 'Rue de la Hache (Toulouse)': 20, 'Place Édouard-Bouillière': 18, 'Impasse Louis-Bertillon': 16, 'Rue Michel-Ange (Toulouse)': 14}",Guerres médiques
Abrahami,"{'Caroubier': 48, 'Brugmansia': 33, 'Oie de Toulouse': 26, 'Îles Canaries': 16, 'Arachide': 16}",Xerxès Ier
Academiedeparis,{'Léonidas Ier de Sparte': 2},Léonidas Ier de Sparte
Acer11,"{'Utilisateur:Acer11': 7, 'Tikkoun Olam': 7, ""Liste des phares d'Irlande"": 7, 'Henryk Sienkiewicz': 4, 'Jeannine Guindon': 4}","Bataille de l'Artémision,Bataille de Platées,Bataille de Salamine"
Acidobazix,"{'Alrance': 4, 'Pralléthrine': 3, 'Conseil départemental de la Seine-Maritime': 3, 'Anne-Marie Albiach': 3, 'Marcel Celmas': 2}",300 : La Naissance d'un empire
Acouppie,"{'Orque (créature)': 4, 'Thermopyles': 1}",Thermopyles
Acteonmako,"{'Solitude (vers 1772-1802)': 23, ""Incitation à la haine en raison de l'origine ou de l'appartenance ou de la non-appartenance à une ethnie, une nation, une race ou une religion déterminée en droit français"": 12, 'Lois contre le racisme et les discours de haine': 10, 'Test de discrimination': 8, 'Eugene Bullard': 8}",Bataille de Marathon
Acélan,"{'Germinie Lacerteux': 9, 'Aloe suzannae': 8, 'Utilisateur:Acélan/Brouillon': 6, 'Brian Deacon': 6, 'Édouard Moullé': 5}","Abrocomès,Hypérantès,Thémistocle"
Addbot,"{'Catégorie:Église orthodoxe en Russie': 2, 'Skogsrået': 1, 'Néo-bop': 1, 'Championnat du monde des rallyes - 2': 1, 'Pututu': 1}","Guerres médiques,Canal de Xerxès,Mardonios,Paix de Callias,Les Perses,Bataille de l'Artémision,Bataille de l'Eurymédon,Bataille de Ladé (494 av. J.-C.),Bataille de Marathon,Bataille du cap Mycale,Bataille de Platées,Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles,300 : La Naissance d'un empire,300 (bande dessinée),300 (film),La Bataille des Thermopyles,Éphialtès de Trachis,Léonidas aux Thermopyles,Spartatouille,Thermopyles,Abrocomès,Achéménès (satrape),Ariabignès,Artapanus,Artapherne,Artapherne (fils d'Artapherne),Callimaque le Polémarque,Cimon,Darius Ier,Datis,Eurybiade,Hippias (tyran),Léonidas Ier de Sparte,Léotychidas II,Mégabaze,Miltiade le Jeune,Phidippidès,Thémistocle,Xanthippe (père de Périclès),Xerxès Ier"
Adiewibot,"{'Projet:Astronautique/Liste des articles/Nouveau': 16, 'Projet:Astronautique/Liste des articles/Articles': 14, ""Projet:Maintenance/Vérification d'identité"": 11, ""Liste des abréviations d'auteur en taxinomie végétale/Liste classée par patronyme"": 7, 'Projet:Liens rouges/Modèle Lien vers un article inexistant en langue étrangère/11': 6}","Molon labe,Achéménès (satrape),Xerxès Ier"
Adri08,"{'Vitellii': 16, 'Sammii': 15, 'Ulpii': 13, 'Luís Eduardo Magalhães (Bahia)': 11, 'Fannii': 10}",Guerres médiques
Adrien Philippart,"{'Robert Anthony Salvatore': 1, 'Une aube nouvelle': 1, 'Bataille des Thermopyles': 1, 'Jemima West': 1, 'Miss Belgique': 1}","Bataille des Thermopyles,Bataille des Thermopyles"
Aeleftherios,"{'Disque de Phaistos': 96, 'Civilisation minoenne': 32, 'Portail:Crète/Index thématique/Histoire': 22, 'Utilisateur:Aeleftherios/Brouillon5': 20, 'Portail:Crète/Index thématique/Géographie': 19}","Bataille de Salamine,Thermopyles,Cimon,Darius Ier,Hippias (tyran)"
Agatino Catarella,"{'Portail:Cinéma italien/Actualités': 40, 'Portail:Cinéma italien/Archives 2020': 33, 'Modèle:Accueil actualité': 14, 'La vispa Teresa (film, 1939)': 14, 'La vispa Teresa (film, 1943)': 12}",Bataille de l'Artémision
Agontos,"{'Bataille de Cnide': 1, 'Bataille de Platées': 1}",Bataille de Platées
Agrafian Hem Rarko,"{'Maladie à coronavirus 2019': 14, 'Pandémie de Covid-19 en France': 11, 'Lizzie Borden': 7, 'Actéon': 7, 'Arcésilaos (mythologie)': 6}",300 : La Naissance d'un empire
Ahmed123456789123456789,{'Xerxès Ier': 1},Xerxès Ier
Aibot,"{'Catégorie:Culture du Moyen Âge': 2, 'Catégorie:Jeu vidéo par thème': 2, 'Catégorie:Karatéka': 2, 'Disque de certification': 2, 'A State of Trance': 1}",Datis
Aida18,"{'Darby Camp': 6, 'Joanna Horton': 6, 'The Frankenstein Chronicles': 6, 'Christian Brassington': 5, 'Poldark (série télévisée, 2015)': 5}",300 (film)
Ainz Ooal Gown,"{'Miss France 2002': 5, 'Miss France 2000': 5, 'Église blanche de Karan': 4, 'Miss France 1996': 4, 'Miss France 1997': 4}",Guerres médiques
Airair,"{'France Gall': 18, 'Le Silence des agneaux (film)': 13, 'Bill Pritchard': 12, 'La Cuisine au beurre': 8, 'Satyricon (film, 1969)': 6}",Phidippidès
Akadians,{},300 : La Naissance d'un empire
Akeron,"{'Utilisateur:Akeron': 10, 'MediaWiki:Spam-blacklist': 10, 'Optimisation pour les moteurs de recherche': 9, 'Guy-Claude Burger': 8, 'Référencement': 7}",Thémistocle
AkhtaBot,"{'Haute-Ville (Vieux-Québec)': 2, 'Club Olimpia': 2, 'Street Fighter IV': 2, 'Hippocampe (cerveau)': 2, 'Université de Californie à Berkeley': 2}",Darius Ier
Akinwinks,"{'Cœur de pirate': 10, ""Église paroissiale de l'Assomption (Lana)"": 4, 'Tombe royale de Kivik': 4, 'Château du Grand-Bury': 4, 'Massacre de Mérindol': 4}",300 (film)
Akiry,"{'Projet:Chemin de fer/Articles à illustrer/Gares par Pays/France': 9, 'Utilisateur:Akiry/DbStrecke/Liste': 8, 'Gare centrale de Coblence': 8, 'Tunnels de Chalifert': 6, 'Projet:Chemin de fer/Articles à illustrer/Gares par Pays': 6}",Thermopyles
Alain valtat,"{""Pierre de Montesquiou d'Artagnan"": 24, 'Prieuré Saint-Symphorien de Domfront': 23, 'Prieuré Saint-Antoine de Domfront': 23, 'Henri IV (roi de France)': 22, 'Château du Plessis-Robinson': 21}",Rue des Thermopyles
Alain594,"{'Utilisateur:Alain594/Brouillon': 21, 'Jean Lecomte (physicien)': 9, 'Gustave-Augustin Quesneville': 4, 'Antoine Watteau': 3, 'Lion Noir': 2}","Bataille des Thermopyles,Bataille des Thermopyles"
Alainauzas,"{'Joyeuse (Ardèche)': 73, 'Alexandre Sumpf': 38, 'Anne de Joyeuse': 19, 'Maison de Joyeuse': 18, 'Guillaume de Joyeuse': 12}","Bataille de Salamine,Thermopyles"
Alamandar,"{'Ordre du Temple': 21, 'Renaud de Châtillon': 15, 'Robert E. Howard': 15, 'Hugues de Payns': 14, ""Procès de l'ordre du Temple"": 13}",Éphialtès de Trachis
Albmont,"{'Hexaméthyldisiloxane': 4, 'Nahor (fils de Terah)': 3, 'Antiochis III': 3, 'Thessalos fils de Jason': 3, ""Iphitos fils d'Eurytos"": 3}",Xanthippe (père de Périclès)
Alcide talon,"{'Bataille de Mobile Bay': 57, 'Operational Intelligence Centre': 47, 'WATU': 16, 'Controverse du Jutland': 12, 'Projet:Maritime/Bistro du port': 10}","Bataille de Marathon,Bataille de Salamine"
Alcyon,"{'Handbook of the Birds of the World': 28, 'Nadia Comăneci': 21, 'Jean De Bast': 16, 'Vat Sisakhet': 15, 'Ducasse de Mons': 14}","Bataille de Salamine,Phidippidès"
Aldine Esperluette,"{'Cuisine abruzzaise': 8, 'Udon': 8, 'Pain plat': 6, 'Shibuya': 5, 'Pesto': 4}",Rue des Thermopyles
Alecs.bot,"{""Recul d'une arme à feu"": 1, ""Réactivité d'un assemblage nucléaire"": 1, 'Rallye Dakar 2018': 1, 'Rallye Dakar 2014': 1, 'Rallye Dakar 2009': 1}","300 (bande dessinée),Spartatouille"
Alecto Chardon,"{'Call of Duty (jeu vidéo)': 8, 'Mass Effect 2': 7, 'Half-Life 2': 6, 'The Last of Us': 6, 'What Remains of Edith Finch': 6}",300 : La Naissance d'un empire
Alelien des temps anciens,"{'Éphialtès de Trachis': 2, 'Nihilisme': 1}",Éphialtès de Trachis
Alex-F,"{'CC': 3, ""Jet d'eau de Genève"": 3, 'Gentil': 3, ""Carte nationale d'identité en France"": 3, 'Numéro de téléphone': 3}","Guerres médiques,Bataille de Marathon,Bataille de Salamine"
Alexandre Hocquet,"{'Mahdi Camara': 8, 'Cryoconservation de sperme': 5, 'French Connection': 5, 'Dominance (génétique)': 3, 'Daniel Ortega': 3}",Les Perses
Alexandre loichon,"{'5e division SS Wiking': 57, 'Utilisateur:Alexandre loichon': 34, 'Gengis Khan': 19, ""Histoire et culture historique dans l'Occident médiéval"": 19, 'Années folles': 17}",Xanthippe (père de Périclès)
Alexandre056,"{'Comte de Moray': 4, 'Liste des empereurs lundas': 3, 'Catégorie:Comte de Rockingham': 3, ""Catégorie:Comte d'Inchiquin"": 3, 'Harry Primrose (6e comte de Rosebery)': 2}","Darius Ier,Léonidas Ier de Sparte,Léotychidas II,Xerxès Ier"
Alexbot,"{'Séisme de 2011 en Virginie': 4, 'Yoshihiko Noda': 3, 'Siemens Arena': 2, 'Ouragan Irene': 2, 'Aéroport de Liên Khuong': 2}","Mardonios,Bataille de l'Artémision,Bataille de Salamine,300 (bande dessinée),Spartatouille,Cimon"
Alg-ggy,"{'Népal (rappeur)': 51, 'Lord Esperanza': 15, 'Guizmo (rappeur)': 12, 'Saison 2017-2018 du Toulouse Football Club': 9, 'Kylian Mbappé': 6}",Rue des Thermopyles
Aliquando~frwiki,"{'Thémistocle': 3, 'Utilisateur:Aliquando~frwiki': 2, 'Franck Dubosc': 2, 'François Bégaudeau': 2, 'Madère': 1}",Thémistocle
AlleborgoBot,"{'NET': 2, 'Saint Sébastien (Mantegna)': 2, 'NM': 1, 'Ornithogale': 1, 'Horace (homonymie)': 1}","300 (bande dessinée),Cimon,Eurybiade,Léonidas Ier de Sparte,Miltiade le Jeune"
Allophos,"{'Maquis de la Soureilhade': 19, 'Utilisateur:Allophos/Brouillon': 16, 'Alose (sous-marin)': 10, 'Civilisation maya': 9, 'Mérida (Espagne)': 9}","Bataille des Thermopyles,Bataille des Thermopyles"
Almabot,"{'Utilisateur:Almabot/Suppressions Commons': 78, 'Utilisateur:Almabot/Log/Comptes suspects': 65, 'Utilisateur:Almabot/Suppressions Commons 2': 20, 'Unterseeboot 486': 1}",Hippias (tyran)
Almare,"{""Liste des races d'abeilles d'élevage"": 33, 'Modèle:Palette Plante carnivore': 16, 'Utilisateur:Almare': 15, ""Modèle:Palette Race d'abeille d'élevage"": 10, 'Plante carnivore': 10}",Xerxès Ier
Alno,"{'Graulhet': 19, 'Bicyclette': 9, 'Ganzá': 8, 'Utilisateur:Alno': 7, 'Projet:Modèle/TemplateData': 6}",Phidippidès
AlnoktaBOT,"{'Club de Gimnasia y Esgrima La Plata': 2, 'Ágnes Szávay': 2, 'Bruges': 2, 'Xylène': 2, ""L'Art de la guerre"": 2}",Léonidas Ier de Sparte
AlntheiA,"{'Utilisateur:AlntheiA': 30, 'Projet:Blasons/Demande de blason': 9, 'Douglas Gorsline': 7, 'École alsacienne': 5, ""Société de l'information"": 4}",Thermopyles
Alonso de Mendoza,"{""Vision d'Espagne"": 10, ""Galerie nationale d'Art ancien (Rome)"": 3, 'Idée impériale de Charles Quint': 2, 'Tazones': 2, 'Conquête du Guatemala': 2}","Bataille de Salamine,Léonidas aux Thermopyles,Léonidas Ier de Sparte"
Alpha568,"{'Grades des Forces armées des États-Unis': 21, 'Saison 1 du Seigneur des anneaux : Les Anneaux de pouvoir': 12, 'Saison 1 de Space Force': 11, 'General of the Armies': 11, 'Cavalier vert': 11}",Xerxès Ier
Alphabeta,"{""Côte d'Azur"": 35, 'Utilisateur:Alphabeta/Brouillon': 22, 'Usage des majuscules en français lorsque le spécifique est un adjectif': 16, 'Projet:Monarchie/La Table Ronde': 7, 'Uchaud': 7}",300 (film)
Alserv,"{'Cléopâtre Ire': 3, 'Alexandre le Grand': 3, 'Adèle de Pfalzel': 2, ""Louis IV d'Outremer"": 2, ""Irmina d'Oeren"": 2}","Achéménès (satrape),Artaban (fils d'Hystaspe),Darius Ier,Xerxès Ier"
Altmine,"{'Liste des œuvres publiques à Nantes': 3, 'Estuaire (festival)': 3, 'Marinière': 2, ""Mutuelle d'assurance des artisans de France"": 2, 'Credit.fr': 2}",Darius Ier
Altr.fred,"{'Junkers Ju 87': 8, 'Utilisateur:Altr.fred': 7, 'Muroc Maru': 5, 'Boeing B-29 Superfortress': 5, 'General Grant (voilier)': 4}","Bataille de Marathon,Bataille des Thermopyles,Bataille des Thermopyles,Thermopyles"
AmaraBot,"{'Lamed': 3, 'Mem (lettre)': 3, 'Tav': 3, 'Koush': 3, 'Bruxelles': 3}","La Bataille des Thermopyles,Thermopyles,Darius Ier"
Amargor,"{'Témoins de Jéhovah sous le Troisième Reich': 163, 'Témoins de Jéhovah': 63, 'Utilisateur:Amargor/transfusions': 11, 'August Dickmann': 8, 'Mouvement des Gilets jaunes': 8}",Xerxès Ier
Amirobot,"{'Caja Mágica': 2, 'Kung Fu Panda 2': 2, 'Football aux Jeux olympiques de 1908': 1, ""Sa'ilele Malielegaoi"": 1, 'Pamphylie': 1}",Bataille de Salamine
Amizzoni~frwiki,"{'Utilisateur:Amizzoni~frwiki': 8, 'Cylindre de Cyrus': 4, 'Religion de la Perse achéménide': 3, 'Cyrus le Grand': 3, 'Erich Friedrich Schmidt': 2}","Darius Ier,Xerxès Ier"
Ammarpad,"{'Utilisateur:Ammarpad': 9, 'Utilisateur:Ammarpad/common.css': 3, 'Carmen Souza': 2, 'Chris Smalling': 2, 'Webhelp': 2}",Xerxès Ier
AméliorationsModestes,"{'Ben Mills': 3, ""À l'ombre des potences"": 2, 'Saison 2 de Very Bad Nanny': 2, 'Very Bad Nanny': 2, 'Deux Mafiosi contre Goldginger': 2}","Guerres médiques,Bataille de Marathon,Xanthippe (père de Périclès),Xerxès Ier"
Anael Hagner,"{'Grosbliederstroff': 19, 'Lorraine allemande': 13, 'Suisse alémanique': 11, 'Vignot': 6, 'Communauté de communes du Sud Messin': 5}","Bataille des Thermopyles,Bataille des Thermopyles"
Anaemaeth,"{'Pol Pot': 15, 'Symphonic Live': 7, 'Système concentrationnaire soviétique avant 1930': 6, 'Margaret Thatcher': 5, 'Ligue spartakiste': 3}",Bataille de Marathon
Analphabot,"{'Charles Duke': 2, 'Apollo 12': 2, 'Apollo 11': 2, 'Billie Holiday': 2, 'Attentats du 11 septembre 2001': 2}","300 (film),Callimaque le Polémarque"
Anandali,"{'Metro (journal international)': 11, 'Bateau-Lavoir': 10, 'Metronews (quotidien français)': 10, 'Salomé Lelouch': 9, 'Ligne de Petite Ceinture': 9}",Rue des Thermopyles
Anarko,"{'Convoi de la liberté': 59, 'Utilisateur:Anarko/Brouillon': 30, ""Liste d'organisations anarchistes"": 11, 'Liste chronologique des grèves': 7, 'Éric Duhaime': 7}",300 : La Naissance d'un empire
AndréMarchal,"{'Utilisateur:AndréMarchal': 10, 'Elbe (fleuve)': 6, 'François Asselineau': 5, 'ABAP': 5, 'Golden retriever': 4}",Thémistocle
Ange Gabriel,"{'Sally Floyd': 8, 'René Julien Hardouin': 4, 'Dolores Cebrián': 4, 'Adelaïde Alsop Robineau': 4, 'William Zorach': 4}","Bataille de Salamine,Damasithyme,Léonidas Ier de Sparte,Phidippidès,Thémistocle"
Angeldream,"{'Projet:Restauration lien rouge/par distance/X': 13, 'Projet:Restauration lien rouge/par distance/W': 11, 'Projet:Restauration lien rouge/par distance/autres': 7, 'Projet:Restauration lien rouge/par distance/Q': 6, 'Bang Bang (My Baby Shot Me Down)': 6}",Xerxès Ier
Anglou,"{'Bataille de Marathon': 1, 'Phidippidès': 1}","Bataille de Marathon,Phidippidès"
Anishalfa,"{'Daimaō Kosaka': 7, 'The Annoying Orange': 3, 'Utilisateur:Anishalfa': 2, 'Talking Tom and Friends': 2, 'TomSka': 2}",300 (film)
Ankh92,"{'XIIIe dynastie égyptienne': 5, 'Thoutmôsis III': 4, 'Ahmôsis Ier': 4, 'Antef Ier': 4, 'Hélène Cuvigny': 4}","Darius Ier,Xerxès Ier"
Anne Bauval,"{'Coefficient binomial central': 25, 'Ellipsoïde de révolution': 13, 'Conjecture de Legendre': 13, 'Polynôme de Legendre': 10, 'Limite supérieure et limite inférieure': 10}",Bataille de Salamine
Annoncine,"{'Au bout de la nuit (film, 2008)': 1, 'Spartatouille': 1, 'Le Royaume interdit (film)': 1, 'Speed Racer (film)': 1, 'Chronique des morts-vivants': 1}",Spartatouille
Anonyme numéro 50,"{'Claudette Colvin': 1, 'La Bataille des Thermopyles': 1}",La Bataille des Thermopyles
Anpanman,"{'Train World': 5, 'Taniwhasaurus': 2, 'Club Deportivo El Nacional': 2, 'Human. :II: Nature.': 2, 'Sam le pompier': 2}","Guerres médiques,Bataille de Platées,Siège d'Érétrie"
